Notional_Amount_Local_Currency,Trade_Vendor_ID_Original,Issue_Currency,Fitch_Short_Term_Rating_Date,Broker_Commission_Amount_Local_Currency,Contract_Size,ICB_Supersector_Description,GICS_Sub_Industry_Description,GICS_Industry_Group_Code,Lag_Days,Vanguard_ID_VID,VICS_L4_Name,Original_Cost_Base_Currency,Trade_Reason,Amortization_Value_Local_Currency,Cash_Transaction_Purpose_code,Vanguard_Transaction_Code,Bloomberg_Industry_Sector_Code,Foreign_Tax__Base_Currency,Barclays_L1_Description,Security_Main_Type,Barclays_L2_Description,Barclays_L4_Description,Corporate_Action_Type,Settlement_Date,Barclays_L3_Description,State_Code,Advisor_ID,Market_Identification_Code_MIC,Amortization_Value_Base_Currency,Final_Maturity,Executing_Broker_Code,Contra_Currency,Cancelled_Indicator,GICS_Industry_Code,Par_Amount,Russell_Subsector_Description,Position_OpenClose_Indicator,Field_144A_Flag,CRD_Alloc_ID,Fitch_Short_Term_Rating_Code,Accrued_Interest_Base_Currency,Issue_Price,Parent_Contract_ID_VID,Primary_Asset_ID,Russell_Industry_Description,Order_Reference_ID,Interest_Prepaid_Gross_Settlement,Broker_Commission_Type_Code,Cash_Transaction_Purpose_Description,Clearing_House,Coupon_Rate_Type,Dated_Date,Escrowed_to_Maturity_Date,Next_Coupon_Date,Security_Short_Description,Prerefunded_Price,Corporate_Action_Factor,Bloomberg_Industry_Subgroup_Code,Commission_Rate,Ticker,Bloomberg_Industry_Group_Code,Fund_ID,Transaction_Interval_Batch_Type,Tax_Status,Original_Cost_Local_Currency,GICS_Industry_Description,Exchange_Rate_Settlement_to_Base,GainLoss_Local_Currency,CRD_Sec_ID,Sleeve_ID,Bloomberg_Industry_Subgroup_Description,Account_Type,Income_Accrual_Settlement_Currency,Corporate_Action_Type_Code,VICS_L2_Code,External_Transaction_ID,Principal_Base_Currency,Collateral_Units,Additional_Transaction_Fee_Type_2,Additional_Transaction_Fee_Type_1,Port_ID,Additional_Transaction_Fee_Type_4,FX_Purchased_Currency,Additional_Transaction_Fee_Type_3,Additional_Transaction_Fee_Type_6,SP_Short_Term_Rating,Additional_Transaction_Fee_Type_5,OCC_Options_Clearing_Corporation_ID,Russell_Subsector_Code,Price_Base_Currency,Corporate_Action_Market_Value_Local_Currency,Next_Call_Date,Percentage_Foreign_Tax,First_Coupon_Date,CINS,ICB_Supersector_Code,Security_End_Date,Investment_Type,Underlying_ID,SP_Long_Term_Rating,PutCall_Flag,Net_Settle_Amount__Base_Currency,Strategy_Code,Bloomberg_Country_of_Risk,CUSIP,Clearing_Broker_Code,CRIMS_CUSIP,Vanguard_Issuer_ID_VEI,Corporate_Action_Other_Side_Security,ICB_Subsector_Description,Russell_Industry_Code,Previous_External_ID,GICS_Sector_Description,VICS_L1_Code,Moody_Long_Term_Rating,Base_Currency,Pay_Currency_Code,Net_Settle_Amount_Settlement_Currency,PFIC_Indicator,Russell_Sector_Code,Russell_Sector_Description,Next_Rate_Change_Date,Transaction_Coupon_Rate,Foreign_Tax_Income_Currency,NAICS_Code,GainLoss_Base_Currency,Next_Call_Price,RIC_Code,Prerefunded_Type,Conversion_Ratio,Notional_Amount_Base_Currency,Long_Short_Indicator,Expiration_Date,SEDOL5,SIC_Code,Blackrock_Cusip,Blackrock_Security_Type,SEDOL3,SEDOL4,Next_Put_Date,SEDOL1,Parent_Co_ID,SEDOL2,Brokerage_Amount__Base_Currency,Corporate_Action_Subtype,Effective_Date,Corporate_Action_Sub_Type_Code,Rate_Change_Frequency,ICB_Subsector_Code,Bloomberg_Industry_Sector_Description,LoanX_ID,Option_Standard_Identifier_OPRA_ID,Bloomberg_Issuer_Industry_Code,SP_Short_Term_Rating_Date,ICB_Industry_Code,MSCI_Country_of_Risk,FIGI_ID,Universal_Swap_Identifier_USI,Country_of_Incorporation,Net_Trade_Amount__Base_Currency,Trade_Vendor_Source_Code,File_Effective_Date,Accrual_Method,Post_Reverse_Date_Time,SP_Long_Term_Rating_Date,Additional_Transaction_Fee_Amount_4,Additional_Transaction_Fee_Amount_3,Ultimate_Parent_Co_ID,Additional_Transaction_Fee_Amount_2,Blackrock_Security_Group,Additional_Transaction_Fee_Amount_1,Bloomberg_Issuer_Industry_Description,DTC_CUSIP,VICS_L3_Name,Coupon_Rate,Barclays_L4_Classification_Code,Corporate_Action_Market_Value_Base_Currency,Contract_Type,FTSE_Country_of_Risk,FX_Sold_Amount_Base_Currency,ICB_Industry_Description,Additional_Transaction_Fee_Amount_6,Additional_Transaction_Fee_Amount_5,Prerefunded_Date,Leg_Type_Code,Barclays_Level_3_Classification_Code,Issue_Date,Principal_Or_Agent_Code,Accrued_Interest_Local_Currency,Account_Name,VICS_L1_Name,Moody_Short_Term_Rating,FX_Purchased_Amount_Base_Currency,Trade_Date,Receive_Currency_Code,ICB_Sector_Code,Exchange_Code,Primary_Asset_ID_Type,Muni_Type,Bond_Payment_Frequency,Field_42_CP_Indicator,Maturity_Date,Coupon_Currency,Settlement_Currency,Percentage_Foreign_Tax_Reclaimable,Trade_Currency,Bloomberg_ISO_Country,Original_Face_Value,Barclays_Level_1_Classification_Code,Bloomberg_Security_Type,ICB_Sector_Description,Fitch_Long_Term_Rating_Code,Trade_Vendor_Source_Name,VICS_L3_Code,Net_Trade_Amount_Trade_Currency,GICS_Sub_Industry_Code,GICS_Industry_Group_Description,Exchange_Rate_Trade_to_Settlement,Transaction_Type_Description_Code,Trade_Block_ID,Moody_Short_Term_Rating_Date,Barclays_Level_2_Classification_Code,Cancel_Status,Dividend_Currency,Price,Exchange_Rate_Trade_to_Base,Illiquid_Security,Bloomberg_Industry_Group_Description,FX_Sold_Currency,Shares_Outstanding,Principal_Local_Currency,Vanguard_Cash_Type,FX_Purchased_Amount,Transaction_Type_Description,Issuer_Name,Fitch_Long_Term_Rating_Date,FX_Sold_Amount,Bloomberg_Security_Type_2,Moody_Long_Term_Rating_Date,Yield_at_Cost,Primary_Trading_Currency,Counterparty,Strike_Price,Accrued_Interest_Days,VICS_L2_Name,VICS_L4_Code,NX_Security_Type,Quantity,ISIN,Transaction_DateTime_Stamp,LEI,Cancel_Date,Bloomberg_Deal_ID,GICS_Sector_Code,Security_Long_Description
,,USD,,,50.0,,,,,V1031983301,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAFH,XCME,,,,,,,,,,,,,,,,V1031983301,,,,,,,,,,,S&P500 EMINI FUT  Sep22,,,,,ESU2,,A064,EOD,,,,1.0,,,,,A,,,,85071786_2,,,,,AAFH,,,,,,,,,1.0,0.0,,,,,,,FT,V1031983301,,,,,,,,,VEI0005366,,,,,,,,USD,USD,,,,,,,,,,,,,,,S,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,,SMARTCO,,,,,,,VEI0005366,,,,,,,,,0.0,,,,,,,,,,2021-06-07,,,AV-Strategic Equity Fund,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,,,,,Physical index future.,,,SmartCo,,,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),CME E-Mini Standard & Poor's 500 Index Future,,,,,,USD,,,,,,DE.IND,,,2022-07-11,,,,,S&P500 EMINI FUT  Sep22
,,CAD,,,200.0,,,,,V1031987601,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAIY,XMOD,,,,,,,,,,,,,,,,V1031987601,,,,,,,,,,,S&P/TSX 60 IX FUT Sep22,,,,,PTU2,,A251,EOD,,,,1.0,,,,,A,,,,85071924_2,,,,,AAIY,,,,,,,,,1.0,0.0,,,,,,,FT,V1031987601,,,,,,,,,VEI0022677,,,,,,,,CAD,CAD,,,,,,,,,,,,,,,S,2022-09-15,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,,SMARTCO,,,,,,,VEI0022677,,,,,,,,,0.0,,,,,,,,,,2021-09-17,,,AV-Global Dividend-Cash,,,,2022-07-11,CAD,,XMOD,VID,,,N/A,,,CAD,,,,,,Physical index future.,,,SmartCo,,,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),Montreal Exchange S&P/TSX 60 Index Future,,,,,,CAD,,,,,,DE.IND,,,2022-07-11,,,,,S&P/TSX 60 IX FUT Sep22
,,USD,,,50.0,,,,,V1031984201,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAAX,XCME,,,,,,,,,,,,,,,,V1031984201,,,,,,,,,,,E-Mini Russ 2000  Sep22,,,,,RTYU2,,9811,EOD,,,,1.0,,,,,A,,,,85071856_2,,,,,AAAX,,,,,,,,,1.0,0.0,,,,,,,FT,V1031984201,,,,,,,,,VEI0030493,,,,,,,,USD,USD,,,,,,,,,,,,,,,S,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,,SMARTCO,,,,,,,VEI0030493,,,,,,,,,0.0,,,,,,,,,,2021-06-18,,,Explorer-Cash,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,,,,,Physical index future.,,,SmartCo,,,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),CME E-mini Russell 2000 Index Futures,,,,,,USD,,,,,,DE.IND,,,2022-07-11,,,,,E-Mini Russ 2000  Sep22
,,USD,,,50.0,,,,,V1031984201,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AATO,XCME,,,,,,,,,,,,,,,,V1031984201,,,,,,,,,,,E-Mini Russ 2000  Sep22,,,,,RTYU2,,9714,EOD,,,,1.0,,,,,A,,,,85071784_2,,,,,AATO,,,,,,,,,1.0,0.0,,,,,,,FT,V1031984201,,,,,,,,,VEI0030493,,,,,,,,USD,USD,,,,,,,,,,,,,,,S,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,,SMARTCO,,,,,,,VEI0030493,,,,,,,,,0.0,,,,,,,,,,2021-06-18,,,AV-Strategic Small-Cap Eq,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,,,,,Physical index future.,,,SmartCo,,,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),CME E-mini Russell 2000 Index Futures,,,,,,USD,,,,,,DE.IND,,,2022-07-11,,,,,E-Mini Russ 2000  Sep22
,,USD,,17.05,50.0,,,,,V1031984201,,,Cashflow,,MARGIN,,,,,DE,,,,2022-07-11,,,AATO,XCME,,,MS_FUTURES,,,,,,,,,,,,,V1031984201,,20220711161515U91N_000004,,Broker,,,,,,,E-Mini Russ 2000  Sep22,,,,1.55,RTYU2,,9714,EOD,,,,1.0,,,,,A,,,,85125586_2,,,,No Fee,AATO,,,,,,,,,1735.38,0.0,,,,,,,FT,V1031984201,,,,CF,,,,,VEI0030493,,,,,,,,USD,USD,,,,,,,,,,,,,,,S,2022-09-16,,,,,,,,,,,17.05,,2022-07-11,,,,,,,,,,,,,,,CRD,,,,,,,VEI0030493,,,0.0,,,,,,0.0,,,,,,,,,,2021-06-18,,,AV-Strategic Small-Cap Eq,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,,,,,Physical index future.,,,CRD,,,,,,SELLLFUT,20220711161515U91N,,,,,1735.38,1.0,,,,,,,,Sell/Close Long Future,CME E-mini Russell 2000 Index Futures,,,,,,USD,,,,,,DE.IND,,,2022-07-11,,,,,E-Mini Russ 2000  Sep22
,,USD,,,50.0,,,,,V1031984201,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAHV,XCME,,,,,,,,,,,,,,,,V1031984201,,,,,,,,,,,E-Mini Russ 2000  Sep22,,,,,RTYU2,,0161,EOD,,,,1.0,,,,,A,,,,85071854_2,,,,,AAHV,,,,,,,,,1.0,0.0,,,,,,,FT,V1031984201,,,,,,,,,VEI0030493,,,,,,,,USD,USD,,,,,,,,,,,,,,,S,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,,SMARTCO,,,,,,,VEI0030493,,,,,,,,,0.0,,,,,,,,,,2021-06-18,,,Small Company - Cash,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,,,,,Physical index future.,,,SmartCo,,,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),CME E-mini Russell 2000 Index Futures,,,,,,USD,,,,,,DE.IND,,,2022-07-11,,,,,E-Mini Russ 2000  Sep22
,,USD,,,50.0,,,,,V1031984201,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAHP,XCME,,,,,,,,,,,,,,,,V1031984201,,,,,,,,,,,E-Mini Russ 2000  Sep22,,,,,RTYU2,,0161,EOD,,,,1.0,,,,,A,,,,85071782_2,,,,,AAHP,,,,,,,,,1.0,0.0,,,,,,,FT,V1031984201,,,,,,,,,VEI0030493,,,,,,,,USD,USD,,,,,,,,,,,,,,,S,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,,SMARTCO,,,,,,,VEI0030493,,,,,,,,,0.0,,,,,,,,,,2021-06-18,,,Small Company - Vanguard,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,,,,,Physical index future.,,,SmartCo,,,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),CME E-mini Russell 2000 Index Futures,,,,,,USD,,,,,,DE.IND,,,2022-07-11,,,,,E-Mini Russ 2000  Sep22
,,USD,,,50.0,,,,,V1031984201,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAFX,XCME,,,,,,,,,,,,,,,,V1031984201,,,,,,,,,,,E-Mini Russ 2000  Sep22,,,,,RTYU2,,9811,EOD,,,,1.0,,,,,A,,,,85071751_2,,,,,AAFX,,,,,,,,,1.0,0.0,,,,,,,FT,V1031984201,,,,,,,,,VEI0030493,,,,,,,,USD,USD,,,,,,,,,,,,,,,S,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,,SMARTCO,,,,,,,VEI0030493,,,,,,,,,0.0,,,,,,,,,,2021-06-18,,,Explorer-Vanguard,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,,,,,Physical index future.,,,SmartCo,,,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),CME E-mini Russell 2000 Index Futures,,,,,,USD,,,,,,DE.IND,,,2022-07-11,,,,,E-Mini Russ 2000  Sep22
,,USD,,6.2,50.0,,,,,V1031984201,,,Cashflow,,MARGIN,,,,,DE,,,,2022-07-11,,,AAFH,XCME,,,MS_FUTURES,,,,,,,,,,,,,V1031984201,,20220711161515U91N_000003,,Broker,,,,,,,E-Mini Russ 2000  Sep22,,,,1.55,RTYU2,,A064,EOD,,,,1.0,,,,,A,,,,85125587_2,,,,No Fee,AAFH,,,,,,,,,1735.38,0.0,,,,,,,FT,V1031984201,,,,CF,,,,,VEI0030493,,,,,,,,USD,USD,,,,,,,,,,,,,,,S,2022-09-16,,,,,,,,,,,6.2,,2022-07-11,,,,,,,,,,,,,,,CRD,,,,,,,VEI0030493,,,0.0,,,,,,0.0,,,,,,,,,,2021-06-18,,,AV-Strategic Equity Fund,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,,,,,Physical index future.,,,CRD,,,,,,SELLLFUT,20220711161515U91N,,,,,1735.38,1.0,,,,,,,,Sell/Close Long Future,CME E-mini Russell 2000 Index Futures,,,,,,USD,,,,,,DE.IND,,,2022-07-11,,,,,E-Mini Russ 2000  Sep22
,,USD,,,50.0,,,,,V1031984201,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAFH,XCME,,,,,,,,,,,,,,,,V1031984201,,,,,,,,,,,E-Mini Russ 2000  Sep22,,,,,RTYU2,,A064,EOD,,,,1.0,,,,,A,,,,85071787_2,,,,,AAFH,,,,,,,,,1.0,0.0,,,,,,,FT,V1031984201,,,,,,,,,VEI0030493,,,,,,,,USD,USD,,,,,,,,,,,,,,,S,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,,SMARTCO,,,,,,,VEI0030493,,,,,,,,,0.0,,,,,,,,,,2021-06-18,,,AV-Strategic Equity Fund,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,,,,,Physical index future.,,,SmartCo,,,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),CME E-mini Russell 2000 Index Futures,,,,,,USD,,,,,,DE.IND,,,2022-07-11,,,,,E-Mini Russ 2000  Sep22
,,USD,,1.55,50.0,,,,,V1031984201,,,Cashflow,,MARGIN,,,,,DE,,,,2022-07-11,,,AAFH,XCME,,,MS_FUTURES,,,,,,,,,,,,,V1031984201,,20220711164535U91N_000001,,Broker,,,,,,,E-Mini Russ 2000  Sep22,,,,1.55,RTYU2,,A064,EOD,,,,1.0,,,,,A,,,,85125601_2,,,,No Fee,AAFH,,,,,,,,,1735.9,0.0,,,,,,,FT,V1031984201,,,,CF,,,,,VEI0030493,,,,,,,,USD,USD,,,,,,,,,,,,,,,S,2022-09-16,,,,,,,,,,,1.55,,2022-07-11,,,,,,,,,,,,,,,CRD,,,,,,,VEI0030493,,,0.0,,,,,,0.0,,,,,,,,,,2021-06-18,,,AV-Strategic Equity Fund,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,,,,,Physical index future.,,,CRD,,,,,,SELLLFUT,20220711164535U91N,,,,,1735.9,1.0,,,,,,,,Sell/Close Long Future,CME E-mini Russell 2000 Index Futures,,,,,,USD,,,,,,DE.IND,,,2022-07-11,,,,,E-Mini Russ 2000  Sep22
,,USD,,13.42,,Consumer Products & Services,Education Services,2530,,V3471,,,Cashflow,,SCASH,,10005,,Corporate,EQ,Industrial,Other Industrial,,2022-07-13,Other Industrial,,AAVT,XNGS,,,JEFFALGO,,,253020,0.01,,,N,,,,0.0,,86272C103,Education Services,20220711153334UTTI_000005,,Broker,,,,,,,STRATEGIC EDUCAT,,,95,0.003998808105,STRA,20038,9741,EOD,,,Diversified Consumer Services,1.0,,,,Schools,A,,,,85127251_2,,,,SEC Fee,AAVT,,,,,,,,,66.46,0.0,,,,,4020,,EQ,V3471,,,,CF,US,86272C103,,,VEI0003437,,Education Services,461,,Consumer Discretionary,,,USD,USD,,,3,Consumer Discretionary,,,,,,0.0,STRA.OQ,,,,S,,,,,,,,,BGGJFV8,,,13.42,,2022-07-11,,,40201010,"Consumer, Non-cyclical",,,Schools,,40,US,BBG000GS10J8,,US,,CRD,,,,,,,VEI0003437,,,5.11,Schools,,,0.0,CAZ,0.0,,US,,Consumer Discretionary,,,,,CAZ,,,,Market Neutral-Vanguard E,,,,2022-07-11,USD,402010,XNGS,CUSIP,,,N/A,,USD,USD,,,US,,C,Common Stock,Consumer Services,,CRD,,,25302010,Consumer Services,,SELLS,20220711153334UTTI,,CA,,USD,66.46,1.0,,Commercial Services,,24956536,,,,Sell/Open Short,Strategic Education Inc,,,Common Stock,,,USD,,0.0,,,,EQ.STOCK,,US86272C1036,2022-07-11,0PYXF82EO1UCNGL5I740,,,25,Strategic Education Inc
0.0,,USD,,,,,,,,,,,,,MARGIN,,,,,,,,,2022-07-11,,,AAKT,,,,,,,,,,,,,,,,,MARGINUSD,,,,,,,,,,,Synthetic Cash - MARGIN US Dollar,,,,,,,9996,EOD,,,,1.0,,,,,A,,,,85078349_2,,,,,AAKT,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,19875.0,,,,,,,,,,,,,,USD,USD,19875.0,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,19875.0,CALYPSO,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,U.S. Growth Fund - QEG,,,,2022-07-11,USD,,,NXCASHID,,,,,USD,USD,,USD,,,,,,,Calypso,,19875.0,,,,CSH2MGN,,,,,USD,1.0,1.0,,,,,,,,Margin (Transfer Cash to Margin),,,,,,,USD,,,,,,RF.CUR,19875.0,,2022-07-11,,,,,Synthetic Cash - MARGIN US Dollar
0.0,,USD,,,,,,,,,,,,,EXPENSE_USD,,,,,,,,,2022-07-11,,,AAFH,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,A064,EOD,,,,1.0,,,,,A,,,,85073162_2,,,,,AAFH,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-31482.25,,,,,,,,,,,,,,USD,USD,-31482.25,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-31482.25,ABOR_GEN_LEDGER,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-Strategic Equity Fund,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,ABOR Gen Ledger,,-31482.25,,,,EXP_ACCRL,,,,,USD,1.0,1.0,,,,,,,,Expense Accrl (+),,,,,,,USD,,,,,,CRNY,-31482.25,,2022-07-11,,,,,US Dollar
0.0,,USD,,,,,,,,,,,,,,,,,,,,,,2022-07-13,,,APDY,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,9807,EOD,,,,1.0,,,,,A,,,,85076209_2,,,,,APDY,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-149913.53,,,,,,,,,,,,,,USD,USD,-149913.53,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-149913.53,ICAP,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,Grwth and Income - Cash,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,ICAP,,-149913.53,,,,REDEMPTION,,,,,USD,1.0,1.0,,,,,,,,Redemption,,,,,,,USD,,,,,,CRNY,-149913.53,,2022-07-11,,,,,US Dollar
0.0,,USD,,,,,,,,,,,,,MARGIN,,,,,,,,,2022-07-11,,,AAIM,,,,,,,,,,,,,,,,,MARGINUSD,,,,,,,,,,,Synthetic Cash - MARGIN US Dollar,,,,,,,A029,EOD,,,,1.0,,,,,A,,,,85078247_2,,,,,AAIM,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,506.25,,,,,,,,,,,,,,USD,USD,506.25,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,506.25,CALYPSO,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-US Quality Factor ETF,,,,2022-07-11,USD,,,NXCASHID,,,,,USD,USD,,USD,,,,,,,Calypso,,506.25,,,,CSH2MGN,,,,,USD,1.0,1.0,,,,,,,,Margin (Transfer Cash to Margin),,,,,,,USD,,,,,,RF.CUR,506.25,,2022-07-11,,,,,Synthetic Cash - MARGIN US Dollar
0.0,,USD,,,,,,,,,,,USPO Cash W/O,,,,,,,,,,,2022-07-11,,,AAIN,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,A032,EOD,,,,1.0,,,,,A,,,,85078490_2,,,,,AAIN,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,0.005,,,,,,,,,,,,,,USD,USD,0.005,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,0.005,FFS,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-US Liquidity Factr ETF,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,FFS,,0.005,,,,CASHDEP,,,,,USD,1.0,1.0,,,,,,,,Cash Deposit,,,,,,,USD,,,,,,CRNY,1.0,,2022-07-11,,,,,US Dollar
-511750.0,,USD,,,50.0,,,,,V1031983301,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAND,XCME,,,,,,,,,,,,,,,,V1031983301,,,,,,,,,,,S&P500 EMINI FUT  Sep22,,,,,ESU2,,0108,EOD,,,,1.0,,,,,A,,,,85071817_2,,,,,AAND,,,,,,,,,1.0,0.0,,,,,,,FT,V1031983301,,,-511750.0,,,,,,VEI0005366,,,,,,,,USD,USD,-511750.0,,,,,,,,,,,,,-511750.0,L,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-511750.0,SMARTCO,,,,,,,VEI0005366,,,,,,,,,0.0,,,,,,,,,,2021-06-07,,,VVIF Eq Inc - Cash,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,USD,,,,Physical index future.,,,SmartCo,,-511750.0,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),CME E-Mini Standard & Poor's 500 Index Future,,,,,,USD,,,,,,DE.IND,-10235.0,,2022-07-11,,,,,S&P500 EMINI FUT  Sep22
0.0,,CAD,,,,,,,,,,,,,MARGIN,,,,,,,,,2022-07-11,,,AAIY,,,,,,,,,,,,,,,,,MARGINCAD,,,,,,,,,,,Synthetic Cash - MARGIN Canadian Dollar,,,,,,,A251,EOD,,,,1.0,,,,,A,,,,85078153_2,,,,,AAIY,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,12943.5,,,,,,,,,,,,,,CAD,CAD,12943.5,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,12943.5,CALYPSO,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-Global Dividend-Cash,,,,2022-07-11,CAD,,,NXCASHID,,,,,CAD,CAD,,CAD,,,,,,,Calypso,,12943.5,,,,CSH2MGN,,,,,CAD,1.0,1.0,,,,,,,,Margin (Transfer Cash to Margin),,,,,,,CAD,,,,,,RF.CUR,12943.5,,2022-07-11,,,,,Synthetic Cash - MARGIN Canadian Dollar
0.0,,USD,,,,Technology,Systems Software,4510,,V18,,,,,,,10013,0.0,Corporate,EQ,Industrial,Technology,Dividend - Cash,2022-07-26,Technology,,AAIJ,XNYS,,,,,,451030,0.01,,,N,,,,0.0,,68389X105,Computer Services Software & Systems,,,,,,,,,,ORACLE CORP,,,644,,ORCL,20109,A028,SOD,,,Software,1.0,,,,Enterprise Software/Serv,A,,DVCA,,84829389_2,,,,,AAIJ,,,,,,,,,,7047.68,,0.0,,,1010,,EQ,V18,,,7047.68,,US,68389X105,,,VEI0002903,,Software,439,,Information Technology,,,USD,USD,7047.68,,1,Technology,,.32,0.0,511210,,0.0,ORCL.N,,,0.0,L,,,,,,,,,2661568,,,,,2022-07-11,,,10101015,Technology,,,Enterprise Software/Serv,,10,US,BBG000BQLY10,,US,7047.68,SMARTCO,,,,,,,VEI0002903,,,,Enterprise Software/Serv,,,0.0,CAF,7047.68,,US,,Technology,,,,,CAF,,,,AV-US Value Factor ETF,,,,2022-07-11,USD,101010,XNYS,CUSIP,,,N/A,,USD,USD,,USD,US,,C,Common Stock,Software & Computer Services,,SmartCo,,7047.68,45103020,Software & Services,,CASHDIV,,,CA,,USD,0.0,1.0,,Software,,2664926000,,,,Cash Dividend,Oracle Corp,,,Common Stock,,,USD,,0.0,,,,EQ.STOCK,22024.0,US68389X1054,2022-07-01,1Z4GXXU7ZHVWFCD8TV52,,,45,Oracle Corp
0.0,,USD,,,,,,,,,,,,,EXPENSE_USD,,,,,,,,,2022-07-11,,,ABER,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,A131,EOD,,,,1.0,,,SL0051,,SL,,,,85073125_2,,,,,SL0051,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-175.75,,,,,,,,,,,,,,USD,USD,-175.75,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-175.75,ABOR_GEN_LEDGER,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ASF Commodity Cayman,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,ABOR Gen Ledger,,-175.75,,,,EXP_ACCRL,,,,,USD,1.0,1.0,,,,,,,,Expense Accrl (+),,,,,,,USD,,,,,,CRNY,-175.75,,2022-07-11,,,,,US Dollar
